time,{ur5e}.ur5e.actual_q0,{ur5e}.ur5e.actual_q1,{ur5e}.ur5e.actual_q2,{ur5e}.ur5e.actual_q3,{ur5e}.ur5e.actual_q4,{ur5e}.ur5e.actual_q5,{ur5e}.ur5e.actual_X,{ur5e}.ur5e.actual_Y,{ur5e}.ur5e.actual_Z,{ur5e}.ur5e.actual_x,{ur5e}.ur5e.actual_y,{ur5e}.ur5e.actual_z,{kuka}.kuka.actual_q0,{kuka}.kuka.actual_q1,{kuka}.kuka.actual_q2,{kuka}.kuka.actual_q3,{kuka}.kuka.actual_q4,{kuka}.kuka.actual_q5,{kuka}.kuka.actual_q6,{kuka}.kuka.actual_X,{kuka}.kuka.actual_Y,{kuka}.kuka.actual_Z,{kuka}.kuka.actual_x,{kuka}.kuka.actual_y,{kuka}.kuka.actual_z,{rabbitmq}.rabbitmq.target_X_ur5e,{rabbitmq}.rabbitmq.target_Y_ur5e,{rabbitmq}.rabbitmq.target_Z_ur5e,{rabbitmq}.rabbitmq.target_X_kuka,{rabbitmq}.rabbitmq.target_Y_kuka,{rabbitmq}.rabbitmq.target_Z_kuka,{rabbitmq}.rabbitmq.motion_time_ur5e,{rabbitmq}.rabbitmq.motion_time_kuka
5.0,-3.011871606728778,-1.9564316945059739,2.372549054317549,-2.1155568542801753,-0.7937652402490922,-1.3883584433839171,6,16,1,0.2779999999695001,0.4110000000003168,0.07000000000421684,0.5850684738643883,0.3405741195924956,0.6311262913818156,-1.8452735332950678,-0.2320175700643552,1.0297151224870182,1.3093811617262032,8,11,2,0.19999999994517437,0.40500000006330433,0.34999999989722763,6,16,1,8,11,2,2.0,2.0
5.5,-3.011871606728778,-1.9564316945059739,2.372549054317549,-2.1155568542801753,-0.7937652402490922,-1.3883584433839171,6,16,1,0.2779999999695001,0.4110000000003168,0.07000000000421684,0.5850684738643883,0.3405741195924956,0.6311262913818156,-1.8452735332950678,-0.2320175700643552,1.0297151224870182,1.3093811617262032,8,11,2,0.19999999994517437,0.40500000006330433,0.34999999989722763,5,22,0,7,14,1,2.0,2.0
6.0,-2.0621620536173597,-2.1148364758291067,2.5960447349897606,-2.7746107242905254,-1.2306399320088737,-0.3617514133973827,5,22,0,-0.02200001168307542,0.4609999975406736,0.02000000468946958,0.8407496911362768,0.7423853359191681,0.4886720768725046,-1.3657218794135404,-0.36007980754694113,1.1214697983547417,1.3762455903233857,7,14,1,0.24999907011358494,0.5549994961526077,0.2999995857955008,5,22,0,7,14,1,2.0,2.0
6.5,-2.062162053617362,-2.1148364758291067,2.5960447349897606,-2.7746107242905254,-1.2306399320088741,-0.3617514133973829,5,22,0,-0.02200001168307469,0.46099999754067367,0.02000000468946948,0.8407496911362768,0.7423853359191677,0.4886720768725046,-1.3657218794135406,-0.36007980754694113,1.1214697983547417,1.3762455903233857,7,14,1,0.2499990701135849,0.5549994961526076,0.2999995857955009,5,22,0,7,14,1,2.0,2.0
7.0,-2.062162053617362,-2.1148364758291067,2.5960447349897606,-2.7746107242905254,-1.2306399320088741,-0.3617514133973829,5,22,0,-0.02200001168307469,0.46099999754067367,0.02000000468946948,0.8407496911362768,0.7423853359191677,0.4886720768725046,-1.3657218794135406,-0.36007980754694113,1.1214697983547417,1.3762455903233857,7,14,1,0.2499990701135849,0.5549994961526076,0.2999995857955009,5,22,0,7,14,1,2.0,2.0
7.5,-2.062162053617362,-2.1148364758291067,2.5960447349897606,-2.7746107242905254,-1.2306399320088741,-0.3617514133973829,5,22,0,-0.02200001168307469,0.46099999754067367,0.02000000468946948,0.8407496911362768,0.7423853359191677,0.4886720768725046,-1.3657218794135406,-0.36007980754694113,1.1214697983547417,1.3762455903233857,7,14,1,0.2499990701135849,0.5549994961526076,0.2999995857955009,5,22,0,7,14,1,2.0,2.0
8.0,-2.062162053617362,-2.1148364758291067,2.5960447349897606,-2.7746107242905254,-1.2306399320088741,-0.3617514133973829,5,22,0,-0.02200001168307469,0.46099999754067367,0.02000000468946948,0.8407496911362768,0.7423853359191677,0.4886720768725046,-1.3657218794135406,-0.36007980754694113,1.1214697983547417,1.3762455903233857,7,14,1,0.2499990701135849,0.5549994961526076,0.2999995857955009,5,22,0,7,14,1,2.0,2.0
8.5,-2.062162053617362,-2.1148364758291067,2.5960447349897606,-2.7746107242905254,-1.2306399320088741,-0.3617514133973829,5,22,0,-0.02200001168307469,0.46099999754067367,0.02000000468946948,0.8407496911362768,0.7423853359191677,0.4886720768725046,-1.3657218794135406,-0.36007980754694113,1.1214697983547417,1.3762455903233857,7,14,1,0.2499990701135849,0.5549994961526076,0.2999995857955009,5,22,0,7,14,1,2.0,2.0
9.0,-2.062162053617362,-2.1148364758291067,2.5960447349897606,-2.7746107242905254,-1.2306399320088741,-0.3617514133973829,5,22,0,-0.02200001168307469,0.46099999754067367,0.02000000468946948,0.8407496911362768,0.7423853359191677,0.4886720768725046,-1.3657218794135406,-0.36007980754694113,1.1214697983547417,1.3762455903233857,7,14,1,0.2499990701135849,0.5549994961526076,0.2999995857955009,5,22,0,7,14,1,2.0,2.0
9.5,-2.062162053617362,-2.1148364758291067,2.5960447349897606,-2.7746107242905254,-1.2306399320088741,-0.3617514133973829,5,22,0,-0.02200001168307469,0.46099999754067367,0.02000000468946948,0.8407496911362768,0.7423853359191677,0.4886720768725046,-1.3657218794135406,-0.36007980754694113,1.1214697983547417,1.3762455903233857,7,14,1,0.2499990701135849,0.5549994961526076,0.2999995857955009,5,22,0,7,14,1,2.0,2.0
