time,{msd2}.msd2i.fk,{msd2}.msd2i.v2,{msd2}.msd2i.x2,{msd1}.msd1i.v1,{msd1}.msd1i.x1
0.0,-2.0,0.0,0.0,0.0,1.0
0.001,-1.99980067,0.0198993375,9.9665E-5,-0.026550000416666664,0.9998836666666666
0.002,-1.99980067,0.0198993375,9.9665E-5,-0.026550000416666664,0.9998836666666666
0.003,-1.99980067,0.0198993375,9.9665E-5,-0.026550000416666664,0.9998836666666666
0.004,-1.99980067,0.0198993375,9.9665E-5,-0.026550000416666664,0.9998836666666666
0.005,-1.99980067,0.0198993375,9.9665E-5,-0.026550000416666664,0.9998836666666666
0.006,-1.99980067,0.0198993375,9.9665E-5,-0.026550000416666664,0.9998836666666666
0.007,-1.99980067,0.0198993375,9.9665E-5,-0.026550000416666664,0.9998836666666666
0.008,-1.99980067,0.0198993375,9.9665E-5,-0.026550000416666664,0.9998836666666666
0.009000000000000001,-1.99980067,0.0198993375,9.9665E-5,-0.026550000416666664,0.9998836666666666
0.010000000000000002,-1.9989727349720643,0.039592802286559176,3.9729918063444896E-4,-0.05613169412072242,0.9994700065764586
0.011000000000000003,-1.9989727349720643,0.039592802286559176,3.9729918063444896E-4,-0.05613169412072242,0.9994700065764586
0.012000000000000004,-1.9989727349720643,0.039592802286559176,3.9729918063444896E-4,-0.05613169412072242,0.9994700065764586
0.013000000000000005,-1.9989727349720643,0.039592802286559176,3.9729918063444896E-4,-0.05613169412072242,0.9994700065764586
0.014000000000000005,-1.9989727349720643,0.039592802286559176,3.9729918063444896E-4,-0.05613169412072242,0.9994700065764586
0.015000000000000006,-1.9989727349720643,0.039592802286559176,3.9729918063444896E-4,-0.05613169412072242,0.9994700065764586
0.016000000000000007,-1.9989727349720643,0.039592802286559176,3.9729918063444896E-4,-0.05613169412072242,0.9994700065764586
0.017000000000000008,-1.9989727349720643,0.039592802286559176,3.9729918063444896E-4,-0.05613169412072242,0.9994700065764586
0.01800000000000001,-1.9989727349720643,0.039592802286559176,3.9729918063444896E-4,-0.05613169412072242,0.9994700065764586
0.01900000000000001,-1.9989727349720643,0.039592802286559176,3.9729918063444896E-4,-0.05613169412072242,0.9994700065764586
0.02000000000000001,-1.997158411252361,0.059071244932364694,8.908009502780329E-4,-0.08540625913230936,0.9987620600700261
0.02100000000000001,-1.997158411252361,0.059071244932364694,8.908009502780329E-4,-0.08540625913230936,0.9987620600700261
0.022000000000000013,-1.997158411252361,0.059071244932364694,8.908009502780329E-4,-0.08540625913230936,0.9987620600700261
0.023000000000000013,-1.997158411252361,0.059071244932364694,8.908009502780329E-4,-0.08540625913230936,0.9987620600700261
0.024000000000000014,-1.997158411252361,0.059071244932364694,8.908009502780329E-4,-0.08540625913230936,0.9987620600700261
0.025000000000000015,-1.997158411252361,0.059071244932364694,8.908009502780329E-4,-0.08540625913230936,0.9987620600700261
0.026000000000000016,-1.997158411252361,0.059071244932364694,8.908009502780329E-4,-0.08540625913230936,0.9987620600700261
0.027000000000000017,-1.997158411252361,0.059071244932364694,8.908009502780329E-4,-0.08540625913230936,0.9987620600700261
0.028000000000000018,-1.997158411252361,0.059071244932364694,8.908009502780329E-4,-0.08540625913230936,0.9987620600700261
0.02900000000000002,-1.997158411252361,0.059071244932364694,8.908009502780329E-4,-0.08540625913230936,0.9987620600700261
0.03000000000000002,-1.9943681757455465,0.07832512439203348,0.0015779721972528785,-0.11436461431262827,0.9977629409650511
0.03100000000000002,-1.9943681757455465,0.07832512439203348,0.0015779721972528785,-0.11436461431262827,0.9977629409650511
0.03200000000000002,-1.9943681757455465,0.07832512439203348,0.0015779721972528785,-0.11436461431262827,0.9977629409650511
0.03300000000000002,-1.9943681757455465,0.07832512439203348,0.0015779721972528785,-0.11436461431262827,0.9977629409650511
0.03400000000000002,-1.9943681757455465,0.07832512439203348,0.0015779721972528785,-0.11436461431262827,0.9977629409650511
0.035000000000000024,-1.9943681757455465,0.07832512439203348,0.0015779721972528785,-0.11436461431262827,0.9977629409650511
0.036000000000000025,-1.9943681757455465,0.07832512439203348,0.0015779721972528785,-0.11436461431262827,0.9977629409650511
0.037000000000000026,-1.9943681757455465,0.07832512439203348,0.0015779721972528785,-0.11436461431262827,0.9977629409650511
0.03800000000000003,-1.9943681757455465,0.07832512439203348,0.0015779721972528785,-0.11436461431262827,0.9977629409650511
0.03900000000000003,-1.9943681757455465,0.07832512439203348,0.0015779721972528785,-0.11436461431262827,0.9977629409650511
0.04000000000000003,-1.9906128408977943,0.09734512330869413,0.0024565205161539965,-0.1429972969303597,0.996475858866267
0.04100000000000003,-1.9906128408977943,0.09734512330869413,0.0024565205161539965,-0.1429972969303597,0.996475858866267
0.04200000000000003,-1.9906128408977943,0.09734512330869413,0.0024565205161539965,-0.1429972969303597,0.996475858866267
