timestamp,actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,actual_q_6,target_q_0,target_q_1,target_q_2,target_q_3,target_q_4,target_q_5,target_q_6,measured_tq_0,measured_tq_1,measured_tq_2,measured_tq_3,measured_tq_4,measured_tq_5,measured_tq_6,external_tq_0,external_tq_1,external_tq_2,external_tq_3,external_tq_4,external_tq_5,external_tq_6,force_X,force_Y,force_Z
1688473019.919,0.2748903159202816,0.3853981719972602,0.19113316732167918,-1.7158277388267837,-0.08257035090900174,1.0482959852878144,0.4934666391927578,0.2748869835413242,0.38543854691701274,0.191043024338306,-1.715785034001563,-0.082479425887224,1.048197642311283,0.49345549079307766,0.3333739318847656,46.25966579818726,-2.038948287963867,-23.962924633026123,0.8284327888488769,-0.09411797332763672,-0.12348812103271484,0.3338356935959128,8.903054594298618,-0.7560478469525913,-5.391493580874553,0.2860837731708629,-0.10643602499666165,-0.12308928232877316,-2.434822924667176,1.2344744652568427,17.448043115058837
1688473020.020,0.27489019603797865,0.3853981719972602,0.19113316732167918,-1.7158277987133939,-0.08257025491589289,1.0482959254012045,0.4934666990793678,0.2748869835413242,0.38543854691701274,0.191043024338306,-1.715785034001563,-0.082479425887224,1.048197642311283,0.49345549079307766,0.34009518051147464,46.24487905120849,-2.0398286628723143,-23.981412506103517,0.8337150382995605,-0.09211546325683594,-0.12248686599731445,0.33259487649933095,8.90212117608764,-0.756773109513493,-5.388536835441535,0.285684281382942,-0.10727989114434364,-0.12291984820925785,-2.4417433803046245,1.2399512734112148,17.45084355022751
1688473020.109,0.2748903159202816,0.3853981719972602,0.19113316732167918,-1.7158277987133939,-0.08257025491589289,1.0482959852878144,0.4934666990793678,0.2748869835413242,0.38543854691701274,0.191043024338306,-1.715785034001563,-0.082479425887224,1.048197642311283,0.49345549079307766,0.3347181816101074,46.25697729873657,-2.0371875381469726,-23.95059938430786,0.8328346633911132,-0.09745549011230469,-0.12282061767578124,0.33324609327867843,8.903578330662967,-0.7550750477735988,-5.390857936928441,0.2860057534216644,-0.10728215323231771,-0.12283448250121903,-2.4386367591719633,1.2371179224706146,17.44924824277257
1688473020.221,0.2748903159202816,0.3853981719972602,0.19113316732167918,-1.7158277987133939,-0.08257044672757767,1.0482959852878144,0.4934666990793678,0.2748869835413242,0.38543854691701274,0.191043024338306,-1.715785034001563,-0.082479425887224,1.048197642311283,0.49345549079307766,0.33068543243408205,46.235469303131104,-2.0407090377807617,-23.962044258117675,0.8275524139404297,-0.09445172500610352,-0.12248686599731445,0.33156005770561847,8.90239480546105,-0.7554139878786847,-5.388608800533903,0.2858750902844793,-0.10715042268994668,-0.12248524548465346,-2.44523910433993,1.233306805383771,17.451606993571907
1688473020.321,0.2748903159202816,0.3853981719972602,0.19113316732167918,-1.7158277987133939,-0.08257035090900174,1.0482961051701172,0.4934666990793678,0.2748869835413242,0.38543854691701274,0.191043024338306,-1.715785034001563,-0.082479425887224,1.048197642311283,0.49345549079307766,0.3239641838073731,46.23950205230713,-2.042469787597656,-23.953240509033204,0.8310739135742188,-0.0954529800415039,-0.12215311431884765,0.33266689978834474,8.90009119193765,-0.7556260272269519,-5.388358183404928,0.2858907393694574,-0.10730434523295447,-0.12279337324310197,-2.4379580759249184,1.2345158438699764,17.443052517621922
1688473020.454,0.27489025603367173,0.38539829187956326,0.19113316732167918,-1.7158277987133939,-0.08257044672757767,1.0482959852878144,0.4934666391927578,0.2748869835413242,0.38543854691701274,0.191043024338306,-1.715785034001563,-0.082479425887224,1.048197642311283,0.49345549079307766,0.3253084335327148,46.230092304229736,-2.041589412689209,-23.96380500793457,0.8354757881164551,-0.09244921493530274,-0.12215311431884765,0.33454774275007976,8.905782097303124,-0.7534652582782182,-5.392219662838617,0.28737152773444724,-0.10607239122127561,-0.12307061897204709,-2.437564228799305,1.2338186530227144,17.448663810098488
1688473020.522,0.2748903159202816,0.3853981719972602,0.19113316732167918,-1.7158277388267837,-0.08257044672757767,1.0482959852878144,0.4934666391927578,0.2748869835413242,0.38543854691701274,0.191043024338306,-1.715785034001563,-0.082479425887224,1.048197642311283,0.49345549079307766,0.33068543243408205,46.23681355285645,-2.032785663604736,-23.968206882476807,0.8328346633911132,-0.09178171157836915,-0.12282061767578124,0.330284609011184,8.906592844933662,-0.7558935668635565,-5.391547386638006,0.28698961183546656,-0.10585989967039888,-0.12274949225538147,-2.4393068516751484,1.2382308842863423,17.45030727654747
1688473020.622,0.27489019603797865,0.3853981719972602,0.19113316732167918,-1.7158277987133939,-0.08257035090900174,1.0482961051701172,0.4934666990793678,0.2748869835413242,0.38543854691701274,0.191043024338306,-1.715785034001563,-0.082479425887224,1.048197642311283,0.49345549079307766,0.337406681060791,46.24891180038452,-2.0266230392456053,-23.946197509765625,0.8337150382995605,-0.09745549011230469,-0.12415562438964843,0.32831635843157125,8.899707922433203,-0.7599216979738534,-5.390706612423868,0.28579645814741783,-0.10630262697832879,-0.12235271487442353,-2.4293134624499624,1.2229827984788353,17.43607457109455
1688473020.722,0.2748903159202816,0.3853981719972602,0.19113316732167918,-1.7158277987133939,-0.08257035090900174,1.0482961051701172,0.4934666391927578,0.2748869835413242,0.38543854691701274,0.191043024338306,-1.715785034001563,-0.082479425887224,1.048197642311283,0.49345549079307766,0.3239641838073731,46.246223300933835,-2.053914661407471,-23.95412088394165,0.8231505393981934,-0.0961204833984375,-0.12282061767578124,0.33125376755712377,8.902642229998644,-0.7551876129155535,-5.392569589517775,0.28755899712929267,-0.10615493937700185,-0.12295749051245194,-2.4321652893878642,1.226206143279627,17.445761767075876
1688473020.822,0.2748903159202816,0.3853981719972602,0.19113316732167918,-1.7158277987133939,-0.08257044672757767,1.0482959852878144,0.4934666990793678,0.2748869835413242,0.38543854691701274,0.191043024338306,-1.715785034001563,-0.082479425887224,1.048197642311283,0.49345549079307766,0.337406681060791,46.23412505340576,-2.0398286628723143,-23.98317325592041,0.8328346633911132,-0.08877794647216797,-0.12081810760498046,0.33499492499446626,8.905688430116763,-0.7536100713589491,-5.39451068781399,0.28828520211784286,-0.10605365524373034,-0.12247795635244377,-2.4320878439338864,1.2359039958490174,17.457653769319787
